localfile	test	errors
00000400.tmp	Test2	0
00000400.tmp	Test3	1
00000400.tmp	Test4	0
00000401.tmp	Test0	0
00000401.tmp	Test1	4
00000401.tmp	Test2	2
00000401.tmp	Test3	0
00000401.tmp	Test4	4
00000402.tmp	Test0	0
00000402.tmp	Test1	6
00000402.tmp	Test2	12
00000402.tmp	Test3	18
00000402.tmp	Test4	24
00000403.tmp	Test0	0
00000403.tmp	Test1	4
00000403.tmp	Test2	8
00000403.tmp	Test3	12
00000403.tmp	Test4	16
00000404.tmp	Test0	0
00000404.tmp	Test1	2
00000404.tmp	Test2	1
00000404.tmp	Test3	0
00000404.tmp	Test4	2
00000405.tmp	Test0	0
00000405.tmp	Test1	1
00000405.tmp	Test2	0
00000405.tmp	Test3	1
00000405.tmp	Test4	0
00000406.tmp	Test0	0
00000406.tmp	Test1	7
00000406.tmp	Test2	4
00000406.tmp	Test3	1
00000406.tmp	Test4	8
00000407.tmp	Test0	0
00000407.tmp	Test1	4
00000407.tmp	Test2	8
00000407.tmp	Test3	12
00000407.tmp	Test4	16
00000408.tmp	Test0	0
00000408.tmp	Test1	7
00000408.tmp	Test2	14
00000408.tmp	Test3	5
00000408.tmp	Test4	12
00000409.tmp	Test0	0
00000409.tmp	Test1	4
00000409.tmp	Test2	0
00000409.tmp	Test3	4
00000409.tmp	Test4	0
00000410.tmp	Test0	0
00000410.tmp	Test1	20
00000410.tmp	Test2	17
00000410.tmp	Test3	14
00000410.tmp	Test4	11
00000411.tmp	Test0	0
00000411.tmp	Test1	6
00000411.tmp	Test2	12
00000411.tmp	Test3	3
00000411.tmp	Test4	9
00000412.tmp	Test0	0
00000412.tmp	Test1	4
00000412.tmp	Test2	0
00000412.tmp	Test3	4
00000412.tmp	Test4	0
00000413.tmp	Test0	0
00000413.tmp	Test1	7
00000413.tmp	Test2	14
00000413.tmp	Test3	6
00000413.tmp	Test4	13
00000414.tmp	Test0	0
00000414.tmp	Test1	11
00000414.tmp	Test2	0
00000414.tmp	Test3	11
00000414.tmp	Test4	0
00000415.tmp	Test0	0
00000415.tmp	Test1	14
00000415.tmp	Test2	5
00000415.tmp	Test3	19
00000415.tmp	Test4	10
00000416.tmp	Test0	0
00000416.tmp	Test1	12
00000416.tmp	Test2	6
00000416.tmp	Test3	0
00000416.tmp	Test4	12
00000417.tmp	Test0	0
00000417.tmp	Test1	17
00000417.tmp	Test2	14
00000417.tmp	Test3	11
00000417.tmp	Test4	8
00000418.tmp	Test0	0
00000418.tmp	Test1	7
00000418.tmp	Test2	14
00000418.tmp	Test3	4
00000418.tmp	Test4	11
00000419.tmp	Test0	0
00000419.tmp	Test1	13
00000419.tmp	Test2	0
00000419.tmp	Test3	13
00000419.tmp	Test4	0
00000420.tmp	Test0	0
00000420.tmp	Test1	2
00000420.tmp	Test2	1
00000420.tmp	Test3	0
00000420.tmp	Test4	2
00000421.tmp	Test0	0
00000421.tmp	Test1	0
00000421.tmp	Test2	0
00000421.tmp	Test3	0
00000421.tmp	Test4	0
00000422.tmp	Test0	0
00000422.tmp	Test1	4
00000422.tmp	Test2	8
00000422.tmp	Test3	3
00000422.tmp	Test4	7
00000423.tmp	Test0	0
00000423.tmp	Test1	6
00000423.tmp	Test2	3
00000423.tmp	Test3	0
00000423.tmp	Test4	6
00000424.tmp	Test0	0
00000424.tmp	Test1	11
00000424.tmp	Test2	10
00000424.tmp	Test3	9
00000424.tmp	Test4	8
00000425.tmp	Test0	0
00000425.tmp	Test1	11
00000425.tmp	Test2	0
00000425.tmp	Test3	11
00000425.tmp	Test4	0
00000426.tmp	Test0	0
00000426.tmp	Test1	5
00000426.tmp	Test2	4
00000426.tmp	Test3	3
00000426.tmp	Test4	2
00000427.tmp	Test0	0
00000427.tmp	Test1	1
00000427.tmp	Test2	2
00000427.tmp	Test3	3
00000427.tmp	Test4	4
00000428.tmp	Test0	0
00000428.tmp	Test1	15
00000428.tmp	Test2	10
00000428.tmp	Test3	5
00000428.tmp	Test4	0
00000429.tmp	Test0	0
00000429.tmp	Test1	13
00000429.tmp	Test2	9
00000429.tmp	Test3	5
00000429.tmp	Test4	1
00000430.tmp	Test0	0
00000430.tmp	Test1	15
00000430.tmp	Test2	8
00000430.tmp	Test3	1
00000430.tmp	Test4	16
00000431.tmp	Test0	0
00000431.tmp	Test1	3
00000431.tmp	Test2	6
00000431.tmp	Test3	9
00000431.tmp	Test4	12
00000432.tmp	Test0	0
00000432.tmp	Test1	2
00000432.tmp	Test2	4
00000432.tmp	Test3	6
00000432.tmp	Test4	8
00000433.tmp	Test0	0
00000433.tmp	Test1	10
00000433.tmp	Test2	20
00000433.tmp	Test3	6
00000433.tmp	Test4	16
00000434.tmp	Test0	0
00000434.tmp	Test1	23
00000434.tmp	Test2	21
00000434.tmp	Test3	19
00000434.tmp	Test4	17
00000435.tmp	Test0	0
00000435.tmp	Test1	2
00000435.tmp	Test2	4
00000435.tmp	Test3	6
00000435.tmp	Test4	8
00000436.tmp	Test0	0
00000436.tmp	Test1	3
00000436.tmp	Test2	6
00000436.tmp	Test3	9
00000436.tmp	Test4	12
00000437.tmp	Test0	0
00000437.tmp	Test1	13
00000437.tmp	Test2	2
00000437.tmp	Test3	15
00000437.tmp	Test4	4
00000438.tmp	Test0	0
00000438.tmp	Test1	19
00000438.tmp	Test2	18
00000438.tmp	Test3	17
00000438.tmp	Test4	16
00000439.tmp	Test0	0
00000439.tmp	Test1	1
00000439.tmp	Test2	0
00000439.tmp	Test3	1
00000439.tmp	Test4	0
00000440.tmp	Test0	0
00000440.tmp	Test1	10
00000440.tmp	Test2	1
00000440.tmp	Test3	11
00000440.tmp	Test4	2
00000441.tmp	Test0	0
00000441.tmp	Test1	18
00000441.tmp	Test2	16
00000441.tmp	Test3	14
00000441.tmp	Test4	12
00000442.tmp	Test0	0
00000442.tmp	Test1	10
00000442.tmp	Test2	6
00000442.tmp	Test3	2
00000442.tmp	Test4	12
00000443.tmp	Test0	0
00000443.tmp	Test1	10
00000443.tmp	Test2	7
00000443.tmp	Test3	4
00000443.tmp	Test4	1
00000444.tmp	Test0	0
00000444.tmp	Test1	12
00000444.tmp	Test2	6
00000444.tmp	Test3	0
00000444.tmp	Test4	12
00000445.tmp	Test0	0
00000445.tmp	Test1	6
00000445.tmp	Test2	12
00000445.tmp	Test3	3
00000445.tmp	Test4	9
00000446.tmp	Test0	0
00000446.tmp	Test1	8
00000446.tmp	Test2	16
00000446.tmp	Test3	5
00000446.tmp	Test4	13
00000447.tmp	Test0	0
00000447.tmp	Test1	4
00000447.tmp	Test2	8
00000447.tmp	Test3	3
00000447.tmp	Test4	7
00000448.tmp	Test0	0
00000448.tmp	Test1	0
00000448.tmp	Test2	0
00000448.tmp	Test3	0
00000448.tmp	Test4	0
00000449.tmp	Test0	0
00000449.tmp	Test1	18
00000449.tmp	Test2	11
00000449.tmp	Test3	4
00000449.tmp	Test4	22
00000450.tmp	Test0	0
00000450.tmp	Test1	24
00000450.tmp	Test2	20
00000450.tmp	Test3	16
00000450.tmp	Test4	12
00000451.tmp	Test0	0
00000451.tmp	Test1	0
00000451.tmp	Test2	0
00000451.tmp	Test3	0
00000451.tmp	Test4	0
00000452.tmp	Test0	0
00000452.tmp	Test1	3
00000452.tmp	Test2	6
00000452.tmp	Test3	9
00000452.tmp	Test4	12
00000453.tmp	Test0	0
00000453.tmp	Test1	2
00000453.tmp	Test2	4
00000453.tmp	Test3	6
00000453.tmp	Test4	0
00000454.tmp	Test0	0
00000454.tmp	Test1	1
00000454.tmp	Test2	2
00000454.tmp	Test3	3
00000454.tmp	Test4	4
00000455.tmp	Test0	0
00000455.tmp	Test1	1
00000455.tmp	Test2	2
00000455.tmp	Test3	3
00000455.tmp	Test4	4
00000456.tmp	Test0	0
00000456.tmp	Test1	7
00000456.tmp	Test2	5
00000456.tmp	Test3	3
00000456.tmp	Test4	1
00000457.tmp	Test0	0
00000457.tmp	Test1	4
00000457.tmp	Test2	8
00000457.tmp	Test3	2
00000457.tmp	Test4	6
00000458.tmp	Test0	0
00000458.tmp	Test1	15
00000458.tmp	Test2	11
00000458.tmp	Test3	7
00000458.tmp	Test4	3
00000459.tmp	Test0	0
00000459.tmp	Test1	0
00000459.tmp	Test2	0
00000459.tmp	Test3	0
00000459.tmp	Test4	0
00000460.tmp	Test0	0
00000460.tmp	Test1	5
00000460.tmp	Test2	10
00000460.tmp	Test3	3
00000460.tmp	Test4	8
00000461.tmp	Test0	0
00000461.tmp	Test1	0
00000461.tmp	Test2	0
00000461.tmp	Test3	0
00000461.tmp	Test4	0
00000462.tmp	Test0	0
00000462.tmp	Test1	3
00000462.tmp	Test2	6
00000462.tmp	Test3	9
00000462.tmp	Test4	12
00000463.tmp	Test0	0
00000463.tmp	Test1	11
00000463.tmp	Test2	2
00000463.tmp	Test3	13
00000463.tmp	Test4	4
00000464.tmp	Test0	0
00000464.tmp	Test1	0
00000464.tmp	Test2	0
00000464.tmp	Test3	0
00000464.tmp	Test4	0
00000465.tmp	Test0	0
00000465.tmp	Test1	2
00000465.tmp	Test2	4
00000465.tmp	Test3	0
00000465.tmp	Test4	2
00000466.tmp	Test0	0
00000466.tmp	Test1	4
00000466.tmp	Test2	8
00000466.tmp	Test3	1
00000466.tmp	Test4	5
00000467.tmp	Test0	0
00000467.tmp	Test1	1
00000467.tmp	Test2	0
00000467.tmp	Test3	1
00000467.tmp	Test4	0
00000468.tmp	Test0	0
00000468.tmp	Test1	2
00000468.tmp	Test2	4
00000468.tmp	Test3	6
00000468.tmp	Test4	8
00000469.tmp	Test0	0
00000469.tmp	Test1	2
00000469.tmp	Test2	4
00000469.tmp	Test3	6
00000469.tmp	Test4	8
00000470.tmp	Test0	0
00000470.tmp	Test1	1
00000470.tmp	Test2	2
00000470.tmp	Test3	3
00000470.tmp	Test4	4
00000471.tmp	Test0	0
00000471.tmp	Test1	17
00000471.tmp	Test2	11
00000471.tmp	Test3	5
00000471.tmp	Test4	22
00000472.tmp	Test0	0
00000472.tmp	Test1	1
00000472.tmp	Test2	2
00000472.tmp	Test3	3
00000472.tmp	Test4	4
00000473.tmp	Test0	0
00000473.tmp	Test1	3
00000473.tmp	Test2	6
00000473.tmp	Test3	9
00000473.tmp	Test4	0
00000474.tmp	Test0	0
00000474.tmp	Test1	3
00000474.tmp	Test2	0
00000474.tmp	Test3	3
00000474.tmp	Test4	0
00000475.tmp	Test0	0
00000475.tmp	Test1	6
00000475.tmp	Test2	5
00000475.tmp	Test3	4
00000475.tmp	Test4	3
00000476.tmp	Test0	0
00000476.tmp	Test1	3
00000476.tmp	Test2	6
00000476.tmp	Test3	9
00000476.tmp	Test4	0
00000477.tmp	Test0	0
00000477.tmp	Test1	1
00000477.tmp	Test2	2
00000477.tmp	Test3	3
00000477.tmp	Test4	4
00000478.tmp	Test0	0
00000478.tmp	Test1	5
00000478.tmp	Test2	10
00000478.tmp	Test3	3
00000478.tmp	Test4	8
00000479.tmp	Test0	0
00000479.tmp	Test1	8
00000479.tmp	Test2	7
00000479.tmp	Test3	6
00000479.tmp	Test4	5
00000480.tmp	Test0	0
00000480.tmp	Test1	0
00000480.tmp	Test2	0
00000480.tmp	Test3	0
00000480.tmp	Test4	0
00000481.tmp	Test0	0
00000481.tmp	Test1	15
00000481.tmp	Test2	10
00000481.tmp	Test3	5
00000481.tmp	Test4	0
00000482.tmp	Test0	0
00000482.tmp	Test1	7
00000482.tmp	Test2	2
00000482.tmp	Test3	9
00000482.tmp	Test4	4
00000483.tmp	Test0	0
00000483.tmp	Test1	14
00000483.tmp	Test2	5
00000483.tmp	Test3	19
00000483.tmp	Test4	10
00000484.tmp	Test0	0
00000484.tmp	Test1	24
00000484.tmp	Test2	21
00000484.tmp	Test3	18
00000484.tmp	Test4	15
00000485.tmp	Test0	0
00000485.tmp	Test1	17
00000485.tmp	Test2	16
00000485.tmp	Test3	15
00000485.tmp	Test4	14
00000486.tmp	Test0	0
00000486.tmp	Test1	15
00000486.tmp	Test2	3
00000486.tmp	Test3	18
00000486.tmp	Test4	6
00000487.tmp	Test0	0
00000487.tmp	Test1	4
00000487.tmp	Test2	1
00000487.tmp	Test3	5
00000487.tmp	Test4	2
00000488.tmp	Test0	0
00000488.tmp	Test1	16
00000488.tmp	Test2	13
00000488.tmp	Test3	10
00000488.tmp	Test4	7
00000489.tmp	Test0	0
00000489.tmp	Test1	18
00000489.tmp	Test2	10
00000489.tmp	Test3	2
00000489.tmp	Test4	20
00000490.tmp	Test0	0
00000490.tmp	Test1	1
00000490.tmp	Test2	0
00000490.tmp	Test3	1
00000490.tmp	Test4	0
00000491.tmp	Test0	0
00000491.tmp	Test1	19
00000491.tmp	Test2	12
00000491.tmp	Test3	5
00000491.tmp	Test4	24
00000492.tmp	Test0	0
00000492.tmp	Test1	3
00000492.tmp	Test2	6
00000492.tmp	Test3	1
00000492.tmp	Test4	4
00000493.tmp	Test0	0
00000493.tmp	Test1	25
00000493.tmp	Test2	23
00000493.tmp	Test3	21
00000493.tmp	Test4	19
00000494.tmp	Test0	0
00000494.tmp	Test1	9
00000494.tmp	Test2	2
00000494.tmp	Test3	11
00000494.tmp	Test4	4
00000495.tmp	Test0	0
00000495.tmp	Test1	10
00000495.tmp	Test2	7
00000495.tmp	Test3	4
00000495.tmp	Test4	1
00000496.tmp	Test0	0
00000496.tmp	Test1	16
00000496.tmp	Test2	11
00000496.tmp	Test3	6
00000496.tmp	Test4	1
00000497.tmp	Test0	0
00000497.tmp	Test1	16
00000497.tmp	Test2	13
00000497.tmp	Test3	10
00000497.tmp	Test4	7
00000498.tmp	Test0	0
00000498.tmp	Test1	22
00000498.tmp	Test2	21
00000498.tmp	Test3	20
00000498.tmp	Test4	19
00000499.tmp	Test0	0
00000499.tmp	Test1	2
00000499.tmp	Test2	4
00000499.tmp	Test3	1
00000499.tmp	Test4	3
00000500.tmp	Test0	0
00000500.tmp	Test1	1
00000500.tmp	Test2	2
00000500.tmp	Test3	3
00000500.tmp	Test4	4
00000501.tmp	Test0	0
00000501.tmp	Test1	12
00000501.tmp	Test2	24
00000501.tmp	Test3	8
00000501.tmp	Test4	20
00000502.tmp	Test0	0
00000502.tmp	Test1	6
00000502.tmp	Test2	12
00000502.tmp	Test3	4
00000502.tmp	Test4	10
00000503.tmp	Test0	0
00000503.tmp	Test1	0
00000503.tmp	Test2	0
00000503.tmp	Test3	0
00000503.tmp	Test4	0
00000504.tmp	Test0	0
00000504.tmp	Test1	6
00000504.tmp	Test2	3
00000504.tmp	Test3	0
00000504.tmp	Test4	6
00000505.tmp	Test0	0
00000505.tmp	Test1	1
00000505.tmp	Test2	2
00000505.tmp	Test3	3
00000505.tmp	Test4	4
00000506.tmp	Test0	0
00000506.tmp	Test1	10
00000506.tmp	Test2	20
00000506.tmp	Test3	9
00000506.tmp	Test4	19
00000507.tmp	Test0	0
00000507.tmp	Test1	8
00000507.tmp	Test2	16
00000507.tmp	Test3	24
00000507.tmp	Test4	4
00000508.tmp	Test0	0
00000508.tmp	Test1	5
00000508.tmp	Test2	10
00000508.tmp	Test3	0
00000508.tmp	Test4	5
00000509.tmp	Test0	0
00000509.tmp	Test1	23
00000509.tmp	Test2	22
00000509.tmp	Test3	21
00000509.tmp	Test4	20
00000510.tmp	Test0	0
00000510.tmp	Test1	9
00000510.tmp	Test2	3
00000510.tmp	Test3	12
00000510.tmp	Test4	6
00000511.tmp	Test0	0
00000511.tmp	Test1	5
00000511.tmp	Test2	3
00000511.tmp	Test3	1
00000511.tmp	Test4	6
00000512.tmp	Test0	0
00000512.tmp	Test1	0
00000512.tmp	Test2	0
00000512.tmp	Test3	0
00000512.tmp	Test4	0
00000513.tmp	Test0	0
00000513.tmp	Test1	0
00000513.tmp	Test2	0
00000513.tmp	Test3	0
00000513.tmp	Test4	0
00000514.tmp	Test0	0
00000514.tmp	Test1	4
00000514.tmp	Test2	2
00000514.tmp	Test3	0
00000514.tmp	Test4	4
00000515.tmp	Test0	0
00000515.tmp	Test1	16
00000515.tmp	Test2	9
00000515.tmp	Test3	2
00000515.tmp	Test4	18
00000516.tmp	Test0	0
00000516.tmp	Test1	4
00000516.tmp	Test2	8
00000516.tmp	Test3	1
00000516.tmp	Test4	5
00000517.tmp	Test0	0
00000517.tmp	Test1	8
00000517.tmp	Test2	6
00000517.tmp	Test3	4
00000517.tmp	Test4	2
00000518.tmp	Test0	0
00000518.tmp	Test1	14
00000518.tmp	Test2	12
00000518.tmp	Test3	10
00000518.tmp	Test4	8
00000519.tmp	Test0	0
00000519.tmp	Test1	0
00000519.tmp	Test2	0
00000519.tmp	Test3	0
00000519.tmp	Test4	0
00000520.tmp	Test0	0
00000520.tmp	Test1	1
00000520.tmp	Test2	2
00000520.tmp	Test3	3
00000520.tmp	Test4	4
00000521.tmp	Test0	0
00000521.tmp	Test1	17
00000521.tmp	Test2	14
00000521.tmp	Test3	11
00000521.tmp	Test4	8
00000522.tmp	Test0	0
00000522.tmp	Test1	19
00000522.tmp	Test2	12
00000522.tmp	Test3	5
00000522.tmp	Test4	24
00000523.tmp	Test0	0
00000523.tmp	Test1	6
00000523.tmp	Test2	12
00000523.tmp	Test3	18
00000523.tmp	Test4	0
00000524.tmp	Test0	0
00000524.tmp	Test1	20
00000524.tmp	Test2	17
00000524.tmp	Test3	14
00000524.tmp	Test4	11
00000525.tmp	Test0	0
00000525.tmp	Test1	25
00000525.tmp	Test2	22
00000525.tmp	Test3	19
00000525.tmp	Test4	16
00000526.tmp	Test0	0
00000526.tmp	Test1	4
00000526.tmp	Test2	1
00000526.tmp	Test3	5
00000526.tmp	Test4	2
00000527.tmp	Test0	0
00000527.tmp	Test1	14
00000527.tmp	Test2	6
00000527.tmp	Test3	20
00000527.tmp	Test4	12
00000528.tmp	Test0	0
00000528.tmp	Test1	2
00000528.tmp	Test2	4
00000528.tmp	Test3	6
00000528.tmp	Test4	8
00000529.tmp	Test0	0
00000529.tmp	Test1	4
00000529.tmp	Test2	8
00000529.tmp	Test3	0
00000529.tmp	Test4	4
00000530.tmp	Test0	0
00000530.tmp	Test1	0
00000530.tmp	Test2	0
00000530.tmp	Test3	0
00000530.tmp	Test4	0
00000531.tmp	Test0	0
00000531.tmp	Test1	7
00000531.tmp	Test2	14
00000531.tmp	Test3	21
00000531.tmp	Test4	5
00000532.tmp	Test0	0
00000532.tmp	Test1	11
00000532.tmp	Test2	1
00000532.tmp	Test3	12
00000532.tmp	Test4	2
00000533.tmp	Test0	0
00000533.tmp	Test1	1
00000533.tmp	Test2	2
00000533.tmp	Test3	3
00000533.tmp	Test4	4
00000534.tmp	Test0	0
00000534.tmp	Test1	8
00000534.tmp	Test2	0
00000534.tmp	Test3	8
00000534.tmp	Test4	0
00000535.tmp	Test0	0
00000535.tmp	Test1	2
00000535.tmp	Test2	4
00000535.tmp	Test3	6
00000535.tmp	Test4	8
00000536.tmp	Test0	0
00000536.tmp	Test1	2
00000536.tmp	Test2	0
00000536.tmp	Test3	2
00000536.tmp	Test4	0
00000537.tmp	Test0	0
00000537.tmp	Test1	3
00000537.tmp	Test2	2
00000537.tmp	Test3	1
00000537.tmp	Test4	0
00000538.tmp	Test0	0
00000538.tmp	Test1	4
00000538.tmp	Test2	0
00000538.tmp	Test3	4
00000538.tmp	Test4	0
00000539.tmp	Test0	0
00000539.tmp	Test1	9
00000539.tmp	Test2	7
00000539.tmp	Test3	5
00000539.tmp	Test4	3
00000540.tmp	Test0	0
00000540.tmp	Test1	10
00000540.tmp	Test2	20
00000540.tmp	Test3	9
00000540.tmp	Test4	19
00000541.tmp	Test0	0
00000541.tmp	Test1	0
00000541.tmp	Test2	0
00000541.tmp	Test3	0
00000541.tmp	Test4	0
00000542.tmp	Test0	0
00000542.tmp	Test1	3
00000542.tmp	Test2	6
00000542.tmp	Test3	9
00000542.tmp	Test4	12
00000543.tmp	Test0	0
00000543.tmp	Test1	0
00000543.tmp	Test2	0
00000543.tmp	Test3	0
00000543.tmp	Test4	0
00000544.tmp	Test0	0
00000544.tmp	Test1	11
00000544.tmp	Test2	22
00000544.tmp	Test3	8
00000544.tmp	Test4	19
00000545.tmp	Test0	0
00000545.tmp	Test1	19
00000545.tmp	Test2	18
00000545.tmp	Test3	17
00000545.tmp	Test4	16
00000546.tmp	Test0	0
00000546.tmp	Test1	2
00000546.tmp	Test2	4
00000546.tmp	Test3	6
00000546.tmp	Test4	8
00000547.tmp	Test0	0
00000547.tmp	Test1	1
00000547.tmp	Test2	2
00000547.tmp	Test3	0
00000547.tmp	Test4	1
00000548.tmp	Test0	0
00000548.tmp	Test1	18
00000548.tmp	Test2	13
00000548.tmp	Test3	8
00000548.tmp	Test4	3
00000549.tmp	Test0	0
00000549.tmp	Test1	3
00000549.tmp	Test2	2
00000549.tmp	Test3	1
00000549.tmp	Test4	0
00000550.tmp	Test0	0
00000550.tmp	Test1	2
00000550.tmp	Test2	4
00000550.tmp	Test3	6
00000550.tmp	Test4	0
00000551.tmp	Test0	0
00000551.tmp	Test1	1
00000551.tmp	Test2	2
00000551.tmp	Test3	3
00000551.tmp	Test4	4
00000552.tmp	Test0	0
00000552.tmp	Test1	13
00000552.tmp	Test2	0
00000552.tmp	Test3	13
00000552.tmp	Test4	0
00000553.tmp	Test0	0
00000553.tmp	Test1	8
00000553.tmp	Test2	4
00000553.tmp	Test3	0
00000553.tmp	Test4	8
00000554.tmp	Test0	0
00000554.tmp	Test1	17
00000554.tmp	Test2	13
00000554.tmp	Test3	9
00000554.tmp	Test4	5
00000555.tmp	Test0	0
00000555.tmp	Test1	1
00000555.tmp	Test2	2
00000555.tmp	Test3	3
00000555.tmp	Test4	4
00000556.tmp	Test0	0
00000556.tmp	Test1	3
00000556.tmp	Test2	6
00000556.tmp	Test3	9
00000556.tmp	Test4	12
00000557.tmp	Test0	0
00000557.tmp	Test1	2
00000557.tmp	Test2	4
00000557.tmp	Test3	1
00000557.tmp	Test4	3
00000558.tmp	Test0	0
00000558.tmp	Test1	15
00000558.tmp	Test2	5
00000558.tmp	Test3	20
00000558.tmp	Test4	10
00000559.tmp	Test0	0
00000559.tmp	Test1	3
00000559.tmp	Test2	6
00000559.tmp	Test3	9
00000559.tmp	Test4	12
00000560.tmp	Test0	0
00000560.tmp	Test1	3
00000560.tmp	Test2	6
00000560.tmp	Test3	9
00000560.tmp	Test4	12
00000561.tmp	Test0	0
00000561.tmp	Test1	14
00000561.tmp	Test2	13
00000561.tmp	Test3	12
00000561.tmp	Test4	11
00000562.tmp	Test0	0
00000562.tmp	Test1	0
00000562.tmp	Test2	0
00000562.tmp	Test3	0
00000562.tmp	Test4	0
00000563.tmp	Test0	0
00000563.tmp	Test1	15
00000563.tmp	Test2	9
00000563.tmp	Test3	3
00000563.tmp	Test4	18
00000564.tmp	Test0	0
00000564.tmp	Test1	1
00000564.tmp	Test2	2
00000564.tmp	Test3	3
00000564.tmp	Test4	4
00000565.tmp	Test0	0
00000565.tmp	Test1	3
00000565.tmp	Test2	6
00000565.tmp	Test3	9
00000565.tmp	Test4	12
00000566.tmp	Test0	0
00000566.tmp	Test1	8
00000566.tmp	Test2	16
00000566.tmp	Test3	7
00000566.tmp	Test4	15
00000567.tmp	Test0	0
00000567.tmp	Test1	2
00000567.tmp	Test2	4
00000567.tmp	Test3	6
00000567.tmp	Test4	8
00000568.tmp	Test0	0
00000568.tmp	Test1	0
00000568.tmp	Test2	0
00000568.tmp	Test3	0
00000568.tmp	Test4	0
00000569.tmp	Test0	0
00000569.tmp	Test1	27
00000569.tmp	Test2	26
00000569.tmp	Test3	25
00000569.tmp	Test4	24
00000570.tmp	Test0	0
00000570.tmp	Test1	14
00000570.tmp	Test2	2
00000570.tmp	Test3	16
00000570.tmp	Test4	4
00000571.tmp	Test0	0
00000571.tmp	Test1	1
00000571.tmp	Test2	2
00000571.tmp	Test3	3
00000571.tmp	Test4	4
00000572.tmp	Test0	0
00000572.tmp	Test1	8
00000572.tmp	Test2	16
00000572.tmp	Test3	4
00000572.tmp	Test4	12
00000573.tmp	Test0	0
00000573.tmp	Test1	1
00000573.tmp	Test2	2
00000573.tmp	Test3	3
00000573.tmp	Test4	4
00000574.tmp	Test0	0
00000574.tmp	Test1	20
00000574.tmp	Test2	18
00000574.tmp	Test3	16
00000574.tmp	Test4	14
00000575.tmp	Test0	0
00000575.tmp	Test1	3
00000575.tmp	Test2	6
00000575.tmp	Test3	2
00000575.tmp	Test4	5
00000576.tmp	Test0	0
00000576.tmp	Test1	0
00000576.tmp	Test2	0
00000576.tmp	Test3	0
00000576.tmp	Test4	0
00000577.tmp	Test0	0
00000577.tmp	Test1	14
00000577.tmp	Test2	3
00000577.tmp	Test3	17
00000577.tmp	Test4	6
00000578.tmp	Test0	0
00000578.tmp	Test1	6
00000578.tmp	Test2	12
00000578.tmp	Test3	18
00000578.tmp	Test4	2
00000579.tmp	Test0	0
00000579.tmp	Test1	0
00000579.tmp	Test2	0
00000579.tmp	Test3	0
00000579.tmp	Test4	0
00000580.tmp	Test0	0
00000580.tmp	Test1	19
00000580.tmp	Test2	14
00000580.tmp	Test3	9
00000580.tmp	Test4	4
00000581.tmp	Test0	0
00000581.tmp	Test1	4
00000581.tmp	Test2	8
00000581.tmp	Test3	1
00000581.tmp	Test4	5
00000582.tmp	Test0	0
00000582.tmp	Test1	3
00000582.tmp	Test2	6
00000582.tmp	Test3	9
00000582.tmp	Test4	0
00000583.tmp	Test0	0
00000583.tmp	Test1	1
00000583.tmp	Test2	2
00000583.tmp	Test3	0
00000583.tmp	Test4	1
00000584.tmp	Test0	0
00000584.tmp	Test1	4
00000584.tmp	Test2	8
00000584.tmp	Test3	12
00000584.tmp	Test4	16
00000585.tmp	Test0	0
00000585.tmp	Test1	13
00000585.tmp	Test2	11
00000585.tmp	Test3	9
00000585.tmp	Test4	7
00000586.tmp	Test0	0
00000586.tmp	Test1	19
00000586.tmp	Test2	14
00000586.tmp	Test3	9
00000586.tmp	Test4	4
00000587.tmp	Test0	0
00000587.tmp	Test1	22
00000587.tmp	Test2	18
00000587.tmp	Test3	14
00000587.tmp	Test4	10
00000588.tmp	Test0	0
00000588.tmp	Test1	0
00000588.tmp	Test2	0
00000588.tmp	Test3	0
00000588.tmp	Test4	0
00000589.tmp	Test0	0
00000589.tmp	Test1	8
00000589.tmp	Test2	16
00000589.tmp	Test3	24
00000589.tmp	Test4	6
00000590.tmp	Test0	0
00000590.tmp	Test1	1
00000590.tmp	Test2	2
00000590.tmp	Test3	3
00000590.tmp	Test4	4
00000591.tmp	Test0	0
00000591.tmp	Test1	1
00000591.tmp	Test2	0
00000591.tmp	Test3	1
00000591.tmp	Test4	0
00000592.tmp	Test0	0
00000592.tmp	Test1	4
00000592.tmp	Test2	2
00000592.tmp	Test3	0
00000592.tmp	Test4	4
00000593.tmp	Test0	0
00000593.tmp	Test1	0
00000593.tmp	Test2	0
00000593.tmp	Test3	0
00000593.tmp	Test4	0
00000594.tmp	Test0	0
00000594.tmp	Test1	15
00000594.tmp	Test2	8
00000594.tmp	Test3	1
00000594.tmp	Test4	16
00000595.tmp	Test0	0
00000595.tmp	Test1	6
00000595.tmp	Test2	12
00000595.tmp	Test3	0
00000595.tmp	Test4	6
00000596.tmp	Test0	0
00000596.tmp	Test1	1
00000596.tmp	Test2	2
00000596.tmp	Test3	3
00000596.tmp	Test4	4
00000597.tmp	Test0	0
00000597.tmp	Test1	19
00000597.tmp	Test2	10
00000597.tmp	Test3	1
00000597.tmp	Test4	20
00000598.tmp	Test0	0
00000598.tmp	Test1	2
00000598.tmp	Test2	4
00000598.tmp	Test3	6
00000598.tmp	Test4	8
00000599.tmp	Test0	0
00000599.tmp	Test1	12
00000599.tmp	Test2	4
00000599.tmp	Test3	16
00000599.tmp	Test4	8
00000600.tmp	Test0	0
